jvlnxywjkfbdkdkfiotndjdjgaocqj,4589124,30.43S,78.34W
onwssjvdphtluyvxieawhsgvwnypsa,2877233,90.14N,58.89E
lgghtdgrdqwfogxwcxncnievstcxes,2424478,51.68S,46.13W
nrvmxmsxmxvaakkgieckcggcahlyfa,3820243,67.46S,67.88E
qgcoiebskjyowewfiwmtxuveqqkbic,2403222,60.12N,68.44W
oaenqdrnibmwwmttqmmcougvytgrmt,590841,97.54N,63.72W
cfmqfkeygwmsbbpkyqefiscuwyoqmm,2662892,42.23S,72.78W
wgllbpoqanigvsyxpxyfonrrflhpjh,1464492,40.41S,91.18E
hjxrrtlttbrugjjabqmkgxrmihgexq,4258752,2.53N,45.79W
ofoidxtmxwdmhlkbxuigyiwpsafswq,2851376,98.16N,76.15E
pvpsiagvbeqmlqwkgpmnklesydqxgn,4223824,59.72N,95.54E
qofjdscaelqsydfgwgjpgrdyopmhmy,285627,90.21N,43.30E
tpfmiernkowvgdokdfcrooqwthnkcw,3507803,12.43S,97.1W
ndtkcbnsnsxrkpgemcncopbtopfynx,4586348,29.15S,81.88W
ypuyhfopjetwiipkeeamdnkkoojcwn,2767981,28.80N,37.5W
cssxreghonloarfmcvenbdbfcggcsm,33652,80.9S,50.10W
hhsvvundircofdriivooxjdpilcflu,4086466,27.19N,50.28E
ejxgadjsntockpnnfvyjbkeogiswit,3094290,6.18S,81.59W
bxesboiqdpncyqnffvnauxubpbgmjs,234725,41.91N,19.67W
lueywfrmkxkaxgxujnvrdikbtcdavu,4479188,42.73N,17.73E
gmdrmbamyjbucefmfyqkbnitwaqirs,2234202,32.86S,69.53E
hqekogovvvxmiyaqvatmknixopojmi,417270,2.0N,18.53W
olumyfobwkdsynghlxachmlminvqil,1597641,25.56N,99.79W
colghkvqukqumxhamrpikxwxvwkixa,2926860,65.80N,74.46W
rariwejefvxwhiveirbuayvjbnekol,2871209,37.2N,34.75W
qwaquhcqlkkogknevotabiluraekmw,3882673,96.68S,41.12E
jknvyvgoaegvehgsdyujljibofrnxq,278246,79.15N,80.22W
ubrbwykgtpfqasbivpppfohvylbfsb,4249624,4.4N,29.7E
kktpbtkefguuwclgaktcsmfndjdvnt,1568781,31.27N,33.61E
mvljtiofqqsmslyxyekfbxybyixosp,29318,13.30N,7.51W
pgyisuvtuuyfccgcffketfvnmjsgtg,3798611,37.26N,57.31W
ciodqrhwvmcisxnooabhhwoxidqene,2533574,40.48S,31.5E
dcqhkmhabvbeekbukjacpninfxdcej,3715114,89.94N,24.91W
anydsdpvaaidcxqnoyltdsdkerkxtw,3681799,85.18S,30.52E
eiqmlvmfjbeuuhpbtuueuqbvmoxpve,3071363,13.42S,24.48E
ghfkeduueqryvmqykfpivopeqdeiec,429366,34.61N,89.54W
lymdbkptlabekwuaelfktkngxyyxnv,2751608,21.61N,24.23E
sivvohtjhaxnktaadaaexnatpxgtwd,4129114,64.27N,28.41E
pcmppwjrxmrxqrntodruxryolpycsr,3338802,71.10N,36.32E
dwywwsokofqgbqacfmreqmxeatfahg,451527,3.27S,2.45W
pvggejyhlevfkmsjssfyunfialwmpg,236435,4.59N,10.95W
rvspcedwnvrswmidwlqvxgepoincvv,1335985,43.73N,97.90W
tefnadakiavyxvhdlvnabjvuaqfgnw,532633,3.33S,78.44W
omamnajvduttwudtpfmxnbuhkahkej,2843330,99.6N,62.6E
iqodklaphqxuqnxnvkndutohqntbbh,4974761,75.27S,37.27E
eikcfbsdooqetlyktpynqcwnnwxflw,3842142,31.74S,11.51W
rbeifavglrwmgpofdefclqbkhjtdvg,4222299,82.19S,40.41W
vlouxwlocqthuhywsigmlevhvfftwf,3393395,19.20S,42.81E
jgvfoqmppfxyumfstcxbvviorcviwa,4874581,57.90N,48.4E
puiptfeyaadadavmqpqpbnpqvyclyi,4837615,78.93N,74.90E
bgoegrgfgauxpvnhomjqxkamcfllht,3698900,75.28S,82.15E
osxjspihwwviqttsjxawlhrorrhhbv,1379473,66.93S,85.88W
ttlpdclywuwxskfkyaeijieqavvegs,1381597,37.6S,40.5E
qhbpfvamiaooixwpoalmetfavsfpko,2168122,21.49N,28.69E
sgwhvhguwwuimcercamjraxpewpxco,1051460,95.11S,91.67W
oyklkwportredjgcbkbrldigbdbgud,1346106,4.15N,89.12E
gxhaeljlpnxqhlvpswstfpyybdiyuo,453245,89.67S,93.36W
gwchpjsobnlujtmisoodpjrcmixrci,2733617,55.75N,48.73W
mydatntivpwmsoxnsmvreaclnhwhht,1702227,18.22N,14.56W
xokwcgmatfnryrubfklctswtpruohn,3593892,52.63S,4.23W
hwwwqxolawxlysgxmxsjmawwhyrlgu,2170529,92.12S,8.88W
wcaupcnwcawulmuilckdqqatirxucx,2633836,78.51N,93.30E
pfnpbycxknbusrnsnvmlqolqqorniw,809321,28.42N,6.69W
eahfuayiuoghcyyoppfkdnhfqktisl,255479,11.80N,58.18W
sivysyarpphucmlkrcwnkqynombvwo,2077387,99.6S,42.60W
jqjslnhwxabxpoqrehgfdevhvxjppk,3741714,26.65N,14.31E
oifpiweyojivqocnvxnfndryhssfhb,440115,12.0S,45.15W
wgefevtglreyyueqvmlotvserhxico,837750,70.64N,99.78E
frxmswjxqfmcvixoosxmbbbfcyqlaw,492909,42.66S,60.95W
kdnygjhgbvyykbcoifnyspwkxoawbn,427453,68.61N,1.63E
igthffkittpjskbpvcgvyilfwhxkid,146345,59.36N,42.42E
ceftpbeqqauxyuikafrarbebtpewhq,2493561,97.72S,37.98E
flkbljxtwabqasrgtowaleqwqnqvck,418709,21.42S,34.40E
fcnitncnwxetbsatrskirmtxyrtmea,1288111,79.45N,48.32E
obwsuxnwsgqdoirkirffgjfhujwpkb,1489485,52.90N,99.15W
wdqpihabuiuanblukihibtjpuoeqpp,16421,20.32N,29.18W
hbpcbfdodoymwagisbywtpoaemvjqa,1938552,1.96S,4.82W
uuxuhwwngpqhpmwemcqjnjldjpnnvf,4693245,75.13N,57.61W
ucenjtahxnjpyybkclcrbywyswvher,2889200,69.55N,5.92E
othalgymseavvcwtdpsbyastdovsuq,1457451,60.70N,23.41E
lunnsmppivfbwgdqbhfyccroofibdk,3982187,82.38N,76.30E
qxsybqffhimohqtafifpjkcvcjyhko,2904480,89.29S,91.79W
xxrkoydibisiactcyvlxfypldejgua,630113,25.15S,92.13E
clsvwuxqwyolavmphpttxrvmmwvuqi,232351,44.93S,68.75W
lvoahoxteglbajuvxjuvenemhbnxtl,1941878,57.50N,14.62W
kynvcphyngijcpyhcgkrfeduklxtcs,1151512,19.6S,96.46E
wvafhewhnbpxswdyspmslolocfhodr,290936,16.37S,48.23W
hfjadeyiftyrnkhbcljjaocmrsyasq,2551811,48.46N,3.66E
mfynxoafpcqyotosigniiibrlynscp,384646,95.1N,95.65W
cfjthapxsaggiopjidixwnnyejxlgp,3434529,70.55S,54.89E
cxwifgywpiabgyouxugxgmnyvlebpl,1869426,34.13S,66.25W
nvlowtpnqojwormdrioxmgjmbukfmo,3268396,61.42N,35.69W
yhxkgmcsrveitspffqbqxnhgpseheu,182192,79.77N,62.60W
gxomgkfvqkptdnjlwygbikxbrerhrx,4173501,21.68S,77.1W
btesnigyvfychjphlhmfredtebmogn,4269724,35.1S,0.22W
asobvxmnfawrgoxlkcpwsvnbfxohxl,1023723,80.98N,28.30E
qmqpgwhflrhbpbwdccdsldfdekkhpq,944414,80.62N,87.63E
raxbbpcauhexapbhtftgpjynrffqru,622590,45.34N,49.87W
yibggdvklrrhahraxjfdcyxbmvyyup,4408414,73.63S,32.31E
rlsjsttmvrybubcveorgpmvjkvfndf,3656869,18.85N,39.76W
bbwaetegpkujqnxowjlewqknodyxrf,165375,31.15N,13.85W
tonrxgfwveijifauuobtosbtqivpxu,1070588,34.35N,84.24E
imyqxkxxfspgpecqbsbykytdtfmhrd,3008679,67.94N,90.30E
qulgddmftnbvplwjqsrebjjejcidtx,1898402,68.3S,21.77E
egtfejscvmunsxyceienoylkjgtdce,2463718,12.93N,42.29W
vjvqyorxqvixlwyyjkfdnkjwswbhoq,489969,25.72S,1.90W
bxtlxhjwhuioyxyivsfwcvnuiplmss,419250,66.18N,42.8W
owmynnxpvtkesmcgjlxwxqrjmkprcf,74350,4.64N,44.18E
jlktpdiultgjqgckpovhhxospssjpg,1809362,17.50N,60.20W
ffbnottrflibtpbiktefdtnfuisqsm,4001678,92.29S,58.2W
ceulhqdjaqdgviamnuujopxopprfaq,252644,98.22S,5.86E
ofmtljenxsiseyiepatjhvbxbylrgo,480302,21.53N,59.49E
wkrgdxhncxnxhutkuxlhpsxgquikew,1800896,83.48S,13.24E
edrtbcrxomvbtnvsumpfytcjxmkkdm,2762789,42.40N,96.59E
tqirtcfpuaekhdhkmhyascoxlgwpcy,405178,92.47S,63.47E
dsajgimpscwrcpwqniylxcmjagcsta,292206,46.89S,29.94W
ttbqodhlvwtxkuawgcfiwylnxjhing,3947568,3.92N,17.25W
fnhbltvntcsynpybeyklkatshwcjqt,781570,8.32N,69.81W
kqydqosrpyqcmbchtlgyuasovdtvar,3515662,83.62S,51.3E
saimeungekrljoleejkaikrdwdwmgj,329992,61.12N,15.33E
vfmpsxegfkqplyafcwibjpkgrvmgnn,2193546,20.37S,41.90E
wyspqeqqjupuxymkigiumvkuhhsixp,24902,16.93S,58.55E
ybervfskpbqyvdwgbfqtpolgodrflh,4270361,61.90N,84.65E
usbntatqiuxyqoqdwfirmtydimbpwd,1448908,96.51N,40.15W
jcvhbpvtsvcdnqwowhcxwyboqaixrb,1534453,5.33S,34.93W
dkdfnswkituktrlwjeyrcruesbfcmu,974350,81.41S,94.0E
htscgovrlfvlwxdufxxmbkhpcpfakq,1238878,87.77N,43.54W
kuagiyhntmlryociefymhlfhfsbdlk,1798598,7.45N,17.82E
fqyslaipjowkdfvjodergpedonbufa,231467,93.28N,4.75E
wuftfjbdurgykoqqsgfvbkvkxotete,2489942,49.88N,57.76E
kigtjsibkdjpymcuwakrggxbywglgt,1075167,5.93N,89.5W
rocbgbplwnnjhurfxqeeclyffgquuu,1024571,12.47S,20.79E
gxwuherylprpuvbvdictdyrwogtgbs,3534722,41.93N,50.7W
beostlrxhuglrmljjapfisyxdrmkuf,539532,61.66N,56.92E
gugogxbtjmubsduteanqniyyhkabsn,1812985,60.95S,93.18W
ndfkfancvtejnrsorcbtduhpxtionc,130575,33.16S,40.15E
rmxxvlqqaksbgvxonwkwnxbwblnobg,1028561,20.2N,44.22W
kgyghfeivshhrwhuujhkaktsioleip,1498483,96.16N,31.39E
qxdxhuwosracfbmyvwpibbatwwpdfp,509305,65.52N,47.18E
njnolsrbtnxjxckyxjxoodgdyvwuul,4949811,46.35N,59.23W
kphlchnoilyganjiskepfbevmayllv,2903501,88.20N,40.30W
fhjgnmvxupichqdlopnneajlwaahpx,1366358,80.88S,69.54W
tbrefywknldbahblsalujesobbihwn,2379558,66.61N,46.13E
hpikrituwmxkjhocysdhccwluoosks,2784121,9.5S,28.17W
agoxsxiidhdiqflnsgehbrcqllruqb,3103367,34.95N,52.26E
mrjrbcwosrwybyqerfrjalmyfvnyyd,2189961,45.48N,23.33E
mnxkmblefdjapllcmsybraevnbmvaf,4414141,68.44S,55.47W
llqwlgkykxtjynlfkcgyxieaxycygg,3053622,92.89S,55.67E
gxbakanvhxxnwwwdywccvlkkeervjf,1926800,56.45N,93.81E
qjeradqyhpvlrryeffiwctfdlngbgi,2210208,95.75S,47.67E
vavroplnwqtfqxcvdnjjpruyorogof,2883683,58.76N,24.39E
oblkieikamylxqfsrvkgcbnsnvetwi,1532672,86.86N,70.69W
hgwgtuybqqwdwcflusjbnhmcvxeuuk,3524582,18.7S,14.19E
pqeotcqypnuypkicoecscxffdxkook,4657859,53.45N,74.84E
bbavcrgntutwpvwueauoojbrpebkfm,1277126,13.67N,42.17W
fohanyxkvckqqycrstxtheggmvirqb,237256,17.84S,55.77E
pkbabubgouanqjtaqixyaocfnttpbh,1557423,42.63S,21.93E
ccrerionkfwjgwajepfxghguxantvb,1181294,54.71S,96.36W
kcbjnhgnsleylmithiuxcqyqrfyweq,386466,45.39N,58.38E
xutctgoccykwwnqxgieghiyxytrbes,2146707,63.48S,59.93E
nowyovofuupbdwlewmaonejwjxdshp,4277720,7.52S,46.44E
dlksmorauoovdccmclmfewxxuhqtff,4924615,42.13N,56.26E
jejxcodedfqqmwnkwkrnewvlhnfkvo,3042648,20.82N,22.24E
blotcbtroqcgfggbtpqybmpkukebhl,1582123,72.10N,51.41E
uoqyxxfgbbvtbyiqkdeoenaoyanhdq,3548121,30.25N,55.2E
lcjkxkjhetmkktxniapyhspptwrufs,1231333,98.57N,71.80W
dejqoumoiwoavvsnopniksbnlyapva,2309261,79.78S,20.21E
ktebtcapsofiwrdahqahgxklbqbvmk,345612,32.58N,53.17W
siqasptvqbmslvsvhtmkrbvyafjdiy,4922258,84.95S,54.83W
ajcpenlyjutwgnxemblygtanxmofqi,1907460,67.21S,49.88E
xkttjcikiwltxtqyhonwvgfcaynnxo,1035732,99.47S,84.28E
twbfsybjaibphwwocyopnoganfjhox,160251,97.28N,40.10W
cpcdgjcfyeepvrecsuiecycmkbyaro,157027,79.61N,87.50E
riiwxgqfjjatqessqfwrgqgcmnxnch,566723,16.47S,66.4W
vrwxnnciivofnwxwykmyxogplyqhqy,134975,68.68N,83.64E
trnixchvbgjnhhcpyqpsxgtsupkkxt,1566476,37.78N,12.49E
kvrtlyeqpfhhxhnsbkinviibdwrfjp,4411991,38.72S,75.74W
syccibjvvkigygojhtgcaprplhycji,2081269,34.63S,67.28E
pbbbjcjalrutvulpmxwnchyclkeqdl,1233649,37.59N,48.39W
xycuvxphpefmsivtmiesbjeihssfqg,183541,33.65S,29.48W
lhjtueesxqbejcopmvigbborrwjgbc,445983,9.37N,6.7W
abgdfpithurrdvssnmryvtdhlneuvh,831780,83.54S,90.32W
kphehlacgpqxrmtuvfkcahjmftdjkl,1832560,3.74N,35.46E
oxtgxlssjpxttbbenjatsmfpjjvnvn,4386151,63.78N,11.0E
enefhyglfvwfpruxjejftfsnsiemui,962651,21.34N,55.49E
solpwbirbrxkxsqsilcmyywbxsjfbt,3641583,85.65S,57.45E
bkmcvmuoifamsylpclloqmkliussfc,1276614,63.51N,9.84E
xanamgcxxekludafqjbkeimsqaxclp,251925,41.78N,55.11W
eeuqrsvsxpcbagjobdrbfdrqpkoepv,2552237,50.83N,95.70E
njbrmdawrealfhpyxhloncliancpin,372617,99.30N,36.91W
kdwkpethgsqrhevsowjqorgrqfaitl,3881982,64.24S,81.22W
pnegfomejbdsurlblejlmdyqhpqywx,2105767,86.43S,44.86W
asmdnhwbikftxuwwlhmeildvbqqwmy,987,44.86N,58.70E
joypiwmitxrhcashyvypunqdblystf,4780258,94.12S,29.68E
mdfekkhgtgcuxajofkaeftlpafaukh,1564747,85.93S,48.14W
gtvkotkxkpklwqhigjqghbpmcdyidy,1365147,45.17S,59.47W
kdyuovlxfukxdrytedyfmcgmlbjhlb,3714250,54.91S,20.89W
ttcethxsdeycjleqartjchnufrlynb,706724,97.85N,17.98W
mxrladyhvabqlfaybgtohhrpspeijx,1478756,71.83S,74.89W
irnlkcrkbuswjaecrytvjfwhdsbptw,3275545,16.67N,53.25E
pxfjuqlaugboelvbuawwpqvtxomotg,630594,6.21N,2.2W
espfjtqgvoiulanjulxjcrrddyjybj,288799,54.67S,65.47W
xrsgmgjbpeonprhhukihjjstqyteqo,3950806,83.57S,46.44W
ybnpqdhxnfkvowijqyklfbcpsksrie,1560610,32.77S,73.35W
xiojhdgrowsykybmotakniqpsyhsyc,3695629,38.39N,47.68W
okmhlxgmmxjmkwxbmqctjcylamdhjb,2129667,38.18S,99.4W
myovnyslaiedenhdchrfqbgnbtyjtj,3294397,60.45S,23.81E
mpjquqfetjlmocpxrrtrdpddxntgnj,68882,1.66S,24.14E
dfirtyvjwodtggjjlkwhqkqbluvfvi,2816642,63.50S,84.97W
tngwhmesvrduawhsaunvalfepuskhj,2035712,97.30S,29.35W
wuydpyaarauiyxtgejdxukjyngiokf,4543836,53.37N,43.46W
unpqvoorwseasblcayikpuslfvfrqb,3292915,89.14S,62.38E
eiqkimlvqoxcypwrbcnjuhkctbybpm,4278134,95.21S,5.52E
erhethtsbvvrhsyrwuuxvkksgfinmj,1830592,3.17S,99.92E
rcnptukuohplhlxrgewoumacdfubev,4286485,98.12S,44.48E
ovjgjrthjanjqivtmbyiegeyfejtaq,2305773,37.39N,98.39W
flutwlcuhpyhadpgfukoqmgnfuvetx,2629953,36.37N,84.59W
gnrfwrloxqjkhawppcnlghlfkxyije,2052705,69.3N,68.34E
hpasahtyajdnxjwlqhjppsvalsahlt,4979228,34.31S,36.19E
kcuprubogrwshongpyypimkbivvxky,2057480,3.16S,73.31W
mlhleqbtystxkelwgvtcvgdfdjmqhr,2623195,28.10N,34.52E
digyiqevokskoqquvvglppdxlipvra,3156155,10.69S,96.57E
rxnmicebycyfpousohbgfuhpstfppo,1789678,87.41S,47.59W
aiganvqlrguumaqvplqxbgmtqcaqyi,2134876,68.91S,82.81W
sqbnlqpeoipfgqoumhwmxyxsbqufxt,1986845,35.39N,49.52E
djhtrpmgkapkoolmhoeeteyvxjaiiu,1112612,32.39S,49.77W
hvwwionvbwkfcgkbckmduxahmjaukl,1996967,9.33N,94.50W
pjfaphickkowplusshctenhwhqqbky,1572779,33.14S,50.94W
ciwsfnfdixkktrabqkrhlegwgqnkrl,402210,69.38N,77.7E
hsutfrlgscqnjetrcbjplbclwxgocs,36028,13.31S,43.28E
ytsrjeweyyhkounsgktoavhngwumqx,1936190,43.6N,54.35E
idirpyndutnojpksesqbfjakbuhnbn,2834553,66.14S,6.89E
lemauxrhqxbjciseswbdmcqkokttsd,4485846,59.13N,29.32E
orardeayivvjbilrubcpuxuidfjklj,3997278,76.22N,5.81E
gcscltmanidsaaquitctgoetqhkloe,4997114,7.18S,95.41W
umuxfuxvrjrudalhwcpjpenaawfyse,2403107,17.32N,72.76W
vxxpscqelpibybimdkkjldnashijfo,3902536,62.13S,80.21E
lnbvqawbpdncmafaaaiikpylulipsm,4627842,0.4S,18.42W
uaficrkjumjfxvwwhrjsjcfnjhtoae,691994,79.9N,81.62W
rneducatyjnkexpjlbqhprliorhuad,3045552,91.81S,64.90E
iajwlowbxierstleeayoxyrotkjpyi,23069,83.98N,46.52W
yoqdglyrsetrutsmimwrcycrlntwlh,974312,21.64S,4.64E
vdwsurmnevbdpfeuaritotbvhauwef,1056632,83.57S,55.74E
ukevnweureocaevdcgdwdkcsnmfjrj,158650,94.42N,84.21W
gpvvrxcpcevhebritfvbqpmjfiktui,1926653,98.37N,15.16W
fmkeuofmwcsudjnsuubhoxpdcpndfx,630804,11.81S,31.77W
ujbpfhauawpdhfeykgpxjwxsmlmgtw,498367,84.61S,39.69E
lshbyoidnsjfsudropddyxdfnmoudi,733796,51.54N,77.95W
fotqunmahdrkgqklxaxnvbxbrbnkeo,4668187,78.89S,25.97W
aewurflcrkfradvxenbtafintnvyqs,2536488,48.15N,65.35E
tqmbjmehmkunexvolpdhotdjmdydux,3680857,15.35N,51.98E
iqkfgqdegptlykhctvfuyavernvkoa,1341782,68.49S,77.83W
gvxdjwnsckohhokfucsrohragnwjpm,2538325,83.42S,44.54W
mscbdlrprntkhisbiyohketedexcxr,272416,12.28S,40.5E
haxbmflfhwhxetfybidbmeshqgfhxp,3900690,40.65N,80.50W
kistgwqlxtvcujgoswwxfwoxdgqplr,9604,0.27S,59.11W
wcftgdfotxnqxunmstvmjhewifdeqi,2113547,12.29S,43.73W
hwoxpnsfcmyxbkifjqmmwdxptkpdgs,898791,42.59N,57.91E
mcvoawykejerxdwvsqjkwpdtfudved,3221865,7.66S,7.67E
ucsbtretpxkbkjsqdynhwsmaktbqdy,3583940,78.34S,25.18E
tdgehqqahtbvdxorxbnbrrarrglvgy,2549467,80.13N,87.77W
mltohwmxpnydoswrmrxypgatgfemth,24517,43.94N,52.49W
cucdbtvanjrnkhtmbauhmopyxkfvnj,3015473,56.20S,32.4W
kwdekpoedrexatorsncblrmwksngdw,4174723,70.93N,80.24W
kdbqbbkssgguhrptraofitckjyqefr,390926,95.67S,49.25E
rjcxhjrwfjwvohqtrasleadrrafdyw,2732727,56.82S,13.1E
ktsjpkqieljyypaehtepyemxwudqjr,2956270,86.48N,29.11W
onmxnloppxjwnjbcjaxnqhfqftonav,4032332,12.60N,0.51W
piebfumiwyjumaettkpkargpjsubun,671357,96.8N,52.22W
kicvdqwinqufbuajnlfimcvvptlgvw,4985170,30.44N,60.40E
suwpbaldmbotjdvhbnbmtalglqwqce,2286277,25.53S,28.66E
gkcwenaaubqvpmxcsjurdywbwyxmev,3627232,6.76N,12.4W
pckgacsyeoiagnyfoxepkilauutghb,93563,28.72N,29.92E
flpplxeneulkkytwyqttadupdbukhc,488865,88.71N,77.38E
peedoqckneehxenuvqvsbfuntlqynq,133691,72.70S,89.92E
bwrhhpnumklldoqbclmvmcovhmordv,141177,68.49N,77.91E
wemkpsagvetkagopfvetphrxnmwcpo,1877902,43.10S,85.0E
smenwfvlubjbwciocxcybtniiieisv,4534380,60.18S,58.34W
vraisymdoobsncoemwmtggrqsceumb,3579526,93.49S,88.47W
qlwsgmwusmrggaoxrjaxenayyuuujr,491689,30.81N,11.25E
gkhaspbjnuspsyfuxgqubcogetkcfc,3467159,39.81N,9.4W
sloldhkjdkptgtxuaerngwrfngnerj,1475272,47.3N,26.9E
kwucsdvsbyxsmgpeofmcjgohqltqoq,3917152,15.74N,11.76W
edyevnlntctggfmunfjjvxayasxeea,2012561,28.65S,26.6W
oqdkyjqohgvspsqstslrypriauqnxo,1911485,7.3S,82.15E
xnwtgpoyijutbtlvclqucpkqfrnfbt,312254,82.17S,90.40W
otxjpcgdxkpqgriqknkavotupdqnsf,2814174,76.39N,17.27W
wdlmurgdkttwtrnqmetftnkyxmbrgi,142024,37.50N,9.21W
